,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
181,분기 최고 실적과 함께 어닝서프라이즈 시현. 목표주가 상향,골프존,215000,소프트웨어 개발,2022-05-02,BUY,박종선,유진투자증권,230000,162800,2022-04-29,"1,022(십억원) 분기 최고 매출액 달성과 함께 고정비 감소 효과를 통해 매출액이 크게 증가하였으며 이는 가맹점 수가 증가하고 GDR 직영점 회원 수 증가로 인해 비가맹 사업부분 매출이 전년동기 대비 26.8% 증가한 결과이다.",가맹 어닝 서프라이즈 직영 회원 라운드 달성 우려 십억원 대치 요인 수가 이외 골프 시뮬레이터 판매 부분 동기 정비 수익률 할인 근거 오프닝 스크린골프 일시 성장,https://markets.hankyung.com/pdf/2022/05/db9dde3d38a6f5669c16e83e6a6e20fc,db9dde3d38a6f5669c16e83e6a6e20fc
182,탄소 르네상스,SK이노베이션,096770,석유 정제품 제조,2022-05-02,BUY,황성현,유진투자증권,300000,205000,2022-04-29,SK이노베이션은 원재료 가격 상승으로 인해 2022년 영업이익 흑자 전환 가능성이 낮아졌으나 최근 메탈 소재 및 기타 부품 가격이 온전히 반영되지 않아 실질적 적자가 지속되고 있다.,실질 적자 가법 재고 환율 제거 실제 세계 유사 공유 러시아 제재 마진 강세 배터리 외형 성장 확보 전혀 회사 제시 흑자 전환 가능성 가이던스 조원 재료 일부 가로 전가 규모 메탈 소재 부품 보기 증설 정비 초기 장기 이노베이션 대해 시가총액 본업 가치 겨우 의미 라운드 절실,https://markets.hankyung.com/pdf/2022/05/1e0a10a452271d90bce0e46aa1631b68,1e0a10a452271d90bce0e46aa1631b68
183,1Q22 리뷰 : 보릿고개를 넘는 중,호텔신라,008770,상품 소매,2022-05-02,BUY,이진협,유안타증권,95000,81200,2022-04-29,"1분기 매출매출액은 전년대비 flat한 수준을 기록했을 것으로 추정되며, 호텔&레저사업부는 매출액 1,159억원, 영업이익 24억원(흑전 YoY)를 기록하며 호실적을 보였다.",회복 보릿고개 중국 모습 시기 수수료 수요 수기 성은 고객 점진 봉쇄 조치 따이공 중국인 바운드 면세 업종 이전 회하 정치 성장 인식 회계 이슈 실질 상품 방역 정책 하반기 악화 호텔 레저 호실 비수 국내 호캉스 확장 불확실 여전 믹스 강도 최소한 방어 여행 진입 연말 단계 소매 기대,https://markets.hankyung.com/pdf/2022/05/d5ab46139289404311aa4a58bdc23ce1,d5ab46139289404311aa4a58bdc23ce1
184,CSM 가이던스의 함의,한화생명,088350,보험,2022-05-02,BUY,정태준,유안타증권,4500,2940,2022-04-29,저축성보험의 대규모 만기 도래와 변액보증 헤지 확대에 따른 보험손익과 투자 손실이 예상보다 낮았지만 책임준비금전입액이 개선된 폭이 더 컸기 때문에 영업이익이 추정치를 상회했다.,보험 준비 보증 금리 손익 변액 저축 대규모 만기 도래 보장 책임 의미 헤지 계약 보험료 지급 목별 금전 입액 현상 보유 수입 환급금 보험금 적립금 긍정 증시 전입 환입 압도 규모 파생 손실 기여 결론 양호 한편 발표 내용 서비스 마진 가이던스 노력 펀더멘털 변수 유안 증권 리서치 센터,https://markets.hankyung.com/pdf/2022/05/b4f47baa95da79b75b688ed1f6b77180,b4f47baa95da79b75b688ed1f6b77180
185,1Q22 실적 리뷰: 방산·2차전지 기계 매출 호조에 따른 별 도 수익성 개선,한화,000880,화학제품,2022-05-02,BUY,최남곤,유안타증권,47000,30150,2022-04-29,"한화건설의 매출액은 증가했으나 원자재, 인건비 상승으로 수익성이 약화되어 영업이익 전망은 17% 미달했다.",건설 한화 동기 원자재 분양 방산 글로벌 미달 마진 축소 에어로 스페이스 제외 자회사 보유 대형 프로젝트 진행 주택 세대 완료 수주 물량 인건비 약화 전쟁 돌발 변수 멀티 관점 국제 협약 준수 시각 우호 전환 하반기 이라크 재개 가능성 주목,https://markets.hankyung.com/pdf/2022/05/4135ce772d99a9031b28233b1e3eb27f,4135ce772d99a9031b28233b1e3eb27f
186,"실적 예상치 하회, 변화에 필요한 시간",한샘,009240,생활용품 도매,2022-05-02,BUY,김기룡,유안타증권,105000,78600,2022-04-29,"한샘 연결 잠정 실적은 매출액 5,260억원, 영업이익 100억원으로 영업이익은 36% 하회하였으며 이는 주택매매거래 감소와 고정비 부담 확대 등이 원인으로 작용했다.",상치 주택 하우스 대리점 매매 거래 동기 채널 모델링 성장 전략 역량 강화 정책 대감 회복 잠정 하반기 재료 정비 부진 핵심 직시 패키지 처음 자회사 넥서스 개발 호조 유형 자산 처분 홈퍼니싱 홈리 표준 매장 시공 구체화 연말 계약 갱신 과정 일부 이탈 점주 퍼시 인테리어 가구 생활용품 소품,https://markets.hankyung.com/pdf/2022/05/e8a8f41f00461c1b8a4511d47791c179,e8a8f41f00461c1b8a4511d47791c179
187,1Q22 Review: 예상보다 단단한 이익 체력,동국제강,001230,1차 철강,2022-05-02,BUY,이현수,유안타증권,30000,18850,2022-04-29,전분기비 판매량 150만톤으로 전년대비 감소했으나 운송 및 무역 부문이 각각 운임 상승과 해외 현지 판매가가격 호조로 예상보다 큰 영업이익을 시현한 것으로 관측된다.,전분 기비 후판 판매 품목 형강 냉연 재료 스크랩 투입 스프레드 하락 축소 수출 슬래브 급등 달러 헤알 강세 손익 제품 계절 수기 가가 인상 대응 판재 일부 운송 무역 운임 해외 현지 호조 관측 하나 중순 우려 완화 상반기 선용 협상 올해 조선 중심 달성 규모 사료 북미 유럽,https://markets.hankyung.com/pdf/2022/05/ffcb9622c6e4d6d466bea70eca1b3322,ffcb9622c6e4d6d466bea70eca1b3322
188,하반기 내국인 면세 수요 회복 예상,호텔신라,008770,상품 소매,2022-05-02,BUY,"유정현,정한솔",대신증권,100000,81200,2022-01-28,"베이징 동계 올림픽 이후 2분기부터 따이공 수요 회복을 예상했던 것과 달리 3월 갑작스럽게 중국 주요 도시의 lock down로 인해 1분기 매출액과 영업이익은 각각 1조 944억원, 151억원으로 부진했다.",회복 따이공 호텔 업황 해외 여행 베이징 올림픽 수요 중국 도시 면세 코로나 하락 부진 손익 투숙 우려 면세점 하향 정상화 시점 변경 그대로 동계 달리 지연 리스크 단기 모멘텀 보이 기간 피해 주로 해제 동시 반등 가능성 매우 불확실 무난 종합 하반기 흐름 대로 방역 강화 조치 대형 소형,https://markets.hankyung.com/pdf/2022/05/f327a58cf2b4b34128da46c46a1e1b94,f327a58cf2b4b34128da46c46a1e1b94
189,PCTC와 CKD의 콜라보,현대글로비스,086280,운송 서비스,2022-05-02,BUY,"양지환, 이지니",대신증권,300000,209000,2022-04-29,"2022년 1분기 현대글로비스의 영업이익은 4,263억원(당사 추정치를 37.4% 상회), 영업이익률은 6.8%로 창사이래 최고의 분기 실적을 기록함. 이는 원/달러환율 상승으로 약 300억원의 초과 수익이 가능했던 것으로 추정되는 가운데, 4분기 유통 OPM4.8% 적용 시 매출액 1,939억원, 933억 원의 영업이익이 증가했다.",글로비스 체력 강화 하반기 정치 창사 달러 환율 초과 유통 물량 유치 적재 고가 용선 반선 추천 모습 제대로 완성 판매 회복 호전 현대 증권 지표,https://markets.hankyung.com/pdf/2022/05/53c36e3e1edb807951d4e3afe32d8daa,53c36e3e1edb807951d4e3afe32d8daa
190,"금융, 건설 부진으로 하회",한화,000880,화학제품,2022-05-02,BUY,"양지환, 이지니",대신증권,40000,30150,2022-04-29,"한화건설 22년 1분기 실적은 매출과 영업이익의 부진으로 예상치를 하회하였으나, 연결 자회사인 한화의 금융부문 실적이 예상보다 부진한 것으로 판단되어 당분간 개선 흐름에 대한 기대는 어려울 전망이다.",한화 건설 하향 생명 금융 부진 회복 해외 정치 할인 자체 선방 자회사 방산 기계 라운드 글로벌 유가 화학 마진 원자재 인건비 판관 금리 채권 손실 주식시장 하락 변액 보증 준비 지연 당분간 흐름 지배 증권 지표,https://markets.hankyung.com/pdf/2022/05/c514fd31ad223f5dba10138f91d46878,c514fd31ad223f5dba10138f91d46878
191,실적보다 R&D에 주목하자,유한양행,000100,의약품 제조,2022-05-02,BUY,"임윤진,한송협",대신증권,86000,61100,2022-04-29,레이저티닙 FDA 허가 이벤트 기대감 유효해 업종 Top Pick 유지 1Q22 Review.,가치 레이저 티닙 배당금 단독 치료 기술 제외 상위 약사 산출 정치 하향 기간 변경 허가 이벤트 대감 업종 유한킴벌리 특별 신약 파이프라인 다각 기대 아미 병용 데이터 업데이트 아시아 종양 학회 결과 발표 예정 유한양행 증권 지표,https://markets.hankyung.com/pdf/2022/05/fdfb0700aa2fac7fe3f27f555740b672,fdfb0700aa2fac7fe3f27f555740b672
192,올해 LNG 가격 상승으로 실적 개선 가속화,코엔텍,029960,폐기물 처리,2022-05-02,NR,이상헌,하이투자증권,0,8380,2022-04-29,"동사는 소각, 스팀 등 폐기물소각을 통해 발생하는 열을 회수해 다양한 형태로 전환시킨 에너지를 생산하는 사업부문이 구성되어 있어 올해 산업용 도시가스 도매가격 인상 등이 예상됨에 따라 매출의 지속성을 높여 나가고 있다.",스팀 올해 폐기물 산업 공구 소각 매립 매립지 도시가스 도매 가동 라운드 가속 속성 처리 보유 구분 환경 에너지 인상 중간 단계 최종 일괄 시설 구성 유해 여부 지정 발생량 국가 성장 추세 능력 한편 회수 전기 난방 형태 전환 공급 연동 원료 수입 유가 행진 어가 불가피 화로 종료,https://markets.hankyung.com/pdf/2022/05/78d2c6b9e681fa76ae4e3549835292ef,78d2c6b9e681fa76ae4e3549835292ef
193,우려 보다는 나은 상황,세아베스틸지주,001430,1차 철강,2022-05-02,BUY,김윤상,하이투자증권,24000,18250,2022-04-29,현대제철 역시 금번 실적 발표 컨퍼런스콜에서 3 분기 특수강 사업 부문 흑자 전환을 전망했다.,전방 산업 핵심 둔화 특수강 우려 나은 자동차 반도체 수급 차질 건설 기계 중국 봉쇄 경기 회복 지연 당초 다음 흐름 대체로 양호 충분 판재 협상 상당 판매 현대 제철 금번 발표 컨퍼런스 흑자 전환 니켈 급등 수요 위축 사실 원거리 지역 봉강 공급 창원 상치,https://markets.hankyung.com/pdf/2022/05/384d4389927818f2106297174b509732,384d4389927818f2106297174b509732
194,영업외손실 확대가 동반된 서프라이즈,만도,204320,자동차 부품,2022-05-02,BUY,신윤철,하이투자증권,75000,54400,2022-04-29,"동사 2Q22 실적은 매출액 1.69조 원, 영업이익 688억 원을 기록하며 당사 추정치(매출액1.75%,영업외이익 607억원)를 상회하였으나 중국 권역 매출 대비 유무형감가상각비율 역시 지속 하락 추세(1.8%)여서 탑라인은 전분기 수준을 유지할 전망이다.",중국 하향 발생 정치 권역 기대 회복 손실 지배 상하이 락다운 부진 고객 북미 업체 생산 부품 업종 본업 우호 환율 증익 달러 차지 유무 감가상각 비율 하락 추세 보이 거듭 확산 지역 주간 따라서 메인 사인 선도 둔화 사의 라인 외단 미국 금리 인상 기조 장주 공정 가치 당분간,https://markets.hankyung.com/pdf/2022/05/80f64f2d60e6c68d2a1a1b74c7457d0a,80f64f2d60e6c68d2a1a1b74c7457d0a
195,좋아진 체력,동국제강,001230,1차 철강,2022-05-02,BUY,김윤상,하이투자증권,22000,18850,2022-04-29,"냉연도금류 부문은 글로벌 긴축 및 경기 둔화에 따른 상품 가격 하락 압력, 그리고 가전 등 일부 전방 산업 부진에 따라 실적 둔화 등의 불확실성이 존재하지만 최근 철강사에 나쁘지 않은 분위기의 후판가격 협상을 견인하고 있어 동사 주가에 긍정적인 요인이 될 전망이다.",브라질 도금 일부 불확실 체력 둔화 견인 강재 수입 호조 후판 원료 열연 급등 축소 글로벌 긴축 경기 상품 하락 압력 가전 전방 산업 부진 존재 다음 가지 요인 미국 수급 차질 의존 해당 지역 수요 강사 분위기 협상,https://markets.hankyung.com/pdf/2022/05/bb09135221f6186a00455db43d0c9d40,bb09135221f6186a00455db43d0c9d40
196,"1분기 실적 호조, 포트폴리오의 힘!",만도,204320,자동차 부품,2022-05-02,BUY,김귀연,대신증권,60000,54400,2022-04-29,"만도의 FnGuide, 대신증권 Resecch Center 영업실적 및 주요 투자지표 (단위)",중국 북미 부여 호실 적의 요인 로컬 고객 사향 물량 공헌 지역별 한국 직전 하향 락다운 생산 시설 위주 봉쇄 완화 접종 하반기 정상화 만도 증권 지표,https://markets.hankyung.com/pdf/2022/05/7367252468dbb42e86712b2ce5b5a353,7367252468dbb42e86712b2ce5b5a353
197,기대 이상의 별도 외 이익 증가,동국제강,001230,1차 철강,2022-05-02,BUY,이태환,대신증권,27000,18850,2022-04-29,"브라질 CSP는 슬래브 판매단가 하락으로 영업이익 74억원(4Q21 976억)에 불과했으나, 헤알화 가치상승에 따른 외화부채 환산이익 반영 등으로 당기순익 3,900억원 기록했다.",판매 동국제강 타깃 산출 형강 후판 스프레드 마진 냉연 브라질 슬래브 헤알 가치 증권 고든 장모 의거 이론 기대 서프라이즈 축소 건설 수기 조선 유통 수출 자회사 미국 법인 인터 지스 기여 하락 외화 부채 환산 해당 분법 발생 변수 중이 약세 전환 지표,https://markets.hankyung.com/pdf/2022/05/88f666c02855aa8c27566501ac12fd67,88f666c02855aa8c27566501ac12fd67
198,KT& 담배는 끊었습니다,KT&G,033780,담배 제조,2022-05-02,BUY,"한유정,정한솔",대신증권,110000,82600,2022-04-29,KT&G는 별도 원가율 안정화가 예상되어 연간 영업이익 추정치를 상향 조정하였으며 Global Peer의 Variety를 통한 해외 전자담배 사업부문에서의 이익 기여 확인 시 탄력적인 주가 상승 기대치가 높을 것으로 전망했다.,전자담배 일반 담배 동기 수출 스틱 해외 증권 국내 수요 가율 안정화 다각 포트폴리오 글로벌 주력 중인 성장 서프라이즈 기여 탄력 기대 대치 종전 침투 합산 추세 시장점유율 미국 중단 중동 아태 지역 중심 한국 인삼공사 부진 하락 지표,https://markets.hankyung.com/pdf/2022/05/c276ea13c65b100d0f69f3663a57bc7f,c276ea13c65b100d0f69f3663a57bc7f
199,"1Q 호조,  차별화는 수익성 우위~",삼성SDI,006400,배터리 제조,2022-04-29,BUY,박강호,대신증권,850000,598000,2022-04-28,"중대형전지 매출 증가, 고부가 제품 비중 확대로 주요 원자재 상승과 자동차 업체의 생산 차질 분을 상쇄한 것으로 분석되며 투자의견 매수 및 목표주가 850,000원 유지.",전지 중대 소형 수요 전자 재료 하반기 매수 고부 제품 자동차 생산 공구 편광 필름 대면 공급 상반기 부품 업종 종전 원자재 업체 차질 상쇄 분석 흑자 기조 원형 성장 수혜 장기 관점 포인트 호조 중추 역할 담당 전동 모빌리티 용량 기여 긍정 고객 정상화 믹스 규모 경제 시기 진입,https://markets.hankyung.com/pdf/2022/04/59f86213dc9eaa0ca70b2c561dd9ba5b,59f86213dc9eaa0ca70b2c561dd9ba5b
